timestamp,open,high,low,close,volume
2021-01-03,0.04992,0.05013,0.04985,0.05008,4882
2021-01-04,0.05009,0.05032,0.04962,0.04995,62366
2021-01-05,0.04995,0.05008,0.04935,0.04978,60580
2021-01-06,0.0498,0.05063,0.04979,0.05046,70723
2021-01-07,0.05046,0.0506,0.04943,0.04975,65208
2021-01-08,0.04975,0.04998,0.04929,0.04968,63502
2021-01-10,0.04965,0.04969,0.04921,0.04925,5266
2021-01-11,0.04926,0.04966,0.04903,0.04943,41809
2021-01-12,0.04943,0.05022,0.04941,0.05015,36065
2021-01-13,0.05015,0.05032,0.04994,0.05011,36254
2021-01-14,0.0501,0.05058,0.04996,0.05027,46012
2021-01-15,0.05028,0.05041,0.04992,0.0502,36375
2021-01-17,0.05008,0.05024,0.05003,0.05008,2420
2021-01-18,0.05008,0.0506,0.04976,0.05052,20842
2021-01-19,0.05052,0.05072,0.05036,0.05063,44284
2021-01-20,0.05063,0.05086,0.05054,0.05085,38493
2021-01-21,0.05085,0.05086,0.05019,0.05028,37591
2021-01-22,0.05027,0.05029,0.04971,0.04978,52419
2021-01-24,0.04973,0.05003,0.04973,0.05,3374
2021-01-25,0.04999,0.0501,0.04913,0.04924,53063
2021-01-26,0.04924,0.04989,0.04902,0.04957,57297
2021-01-27,0.04958,0.04972,0.04889,0.04898,63899
2021-01-28,0.04898,0.04943,0.04865,0.04893,67616
2021-01-29,0.04892,0.04956,0.04831,0.04835,65276
2021-01-31,0.04861,0.04894,0.0485,0.04894,7148
2021-02-01,0.04894,0.04915,0.04858,0.04905,42299
2021-02-02,0.04905,0.04956,0.04895,0.04948,45139
2021-02-03,0.0495,0.0496,0.04915,0.04917,34049
2021-02-04,0.04918,0.0493,0.04858,0.04881,43564
2021-02-05,0.04881,0.0496,0.04881,0.04959,34751
2021-02-07,0.04956,0.04956,0.04947,0.04951,2016
2021-02-08,0.04951,0.04968,0.04921,0.04967,36509
2021-02-09,0.04967,0.04978,0.04944,0.04964,30219
2021-02-10,0.04964,0.04983,0.04946,0.04979,34026
2021-02-11,0.0498,0.05008,0.04978,0.04983,34386
2021-02-12,0.04984,0.05009,0.04963,0.04997,31802
2021-02-14,0.04996,0.05011,0.04995,0.05008,1867
2021-02-15,0.05009,0.05013,0.0499,0.04998,11770
2021-02-16,0.05,0.05,0.04923,0.04938,48273
2021-02-17,0.04938,0.04951,0.04892,0.04931,55104
2021-02-18,0.0493,0.04952,0.04872,0.04903,58977
2021-02-19,0.04902,0.04926,0.04859,0.04882,50684
